    "STOPID","PLANVERSIONID","SHORTNAME","LONGNAME","GPS_X","GPS_Y","DECIMALLONGITUDE","DECIMALLATITUDE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
500063,241,T.C-A12,T.Canaveralejo A12,-763257744,32455115,-76.54937333,3.41530972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500100,241,TMENGA1,Terminal Menga C1,-763032550,32921504,-76.50904167,3.48930667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500101,241,TMENGA2,Terminal Menga C2,-763032175,32920771,-76.5089375,3.48910306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500102,241,TMENGA3,Terminal Menga C3,-763029808,32920784,-76.50828,3.48910667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500103,241,TMENGA4,Terminal Menga C4,-763028488,32920091,-76.50791333,3.48891417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500104,241,TMENGA5,Terminal Menga B1,-763028650,32921438,-76.50795833,3.48928833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500105,241,TMENGA6,Terminal Menga B2,-763029650,32921481,-76.50823611,3.48930028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500106,241,TMENGA7,Terminal Menga B3,-763031344,32922254,-76.50870667,3.489515,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500107,241,TMENGA8,Terminal Menga B4,-763032063,32922050,-76.50890639,3.48945833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500108,241,TMENGA9,Terminal Menga A1,-763028092,32921900,-76.50780333,3.48941667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500109,241,TMENGA10,Terminal Menga A2,-763028668,32922038,-76.50796333,3.489455,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500110,241,TMENGA11,Terminal Menga A3,-763029424,32921990,-76.50817333,3.48944167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500111,241,TMENGA12,Terminal Menga A4,-763029874,32922692,-76.50829833,3.48963667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500112,241,TMENGA13,Terminal Menga A5,-763030383,32922577,-76.50843972,3.48960472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500113,241,TMENGA14,Terminal Menga A6,-763031010,32922748,-76.50861389,3.48965222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500114,241,TMENGA15,Terminal Menga A7,-763031618,32922899,-76.50878278,3.48969417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500150,241,A.SANIN1,Terminal Andrés Sanín B1,-762857155,32637688,-76.48254306,3.44380222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500151,241,A.SANIN2,Terminal Andrés Sanín B2,-762859172,32637954,-76.48310333,3.44387611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500152,241,A.SANIN3,Terminal Andrés Sanín B3,-762900914,32638173,-76.48358722,3.44393694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500153,241,A.SANIN4,Terminal Andrés Sanín C1,-762857133,32637265,-76.48253694,3.44368472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500154,241,A.SANIN5,Terminal Andrés Sanín C3,-762859017,32637523,-76.48306028,3.44375639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500155,241,A.SANIN6,Terminal Andrés Sanín C4,-762900261,32637700,-76.48340583,3.44380556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500156,241,A.SANIN7,Terminal Andrés Sanín D3,-762858626,32636756,-76.48295167,3.44354333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500157,241,A.SANIN8,Terminal Andrés Sanín D2,-762900359,32636560,-76.48343306,3.44348889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500158,241,A.SANI10,Terminal Andrés Sanín E3,-762857556,32636156,-76.48265444,3.44337667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500159,241,A.SANI11,Terminal Andrés Sanín E2,-762858758,32636318,-76.48298833,3.44342167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500160,241,A.SANI12,Terminal Andrés Sanín C2,-762857831,32637364,-76.48273083,3.44371222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500161,241,A.SANI13,Terminal Andrés Sanín C5,-762900883,32637775,-76.48357861,3.44382639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500162,241,A.SANI14,Terminal Andrés Sanín D1,-762900957,32636559,-76.48359917,3.44348861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500163,241,A.SANI15,Terminal Andrés Sanín E1,-762900661,32636031,-76.48351694,3.44334194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500164,241,A.SANI16,Terminal Andrés Sanín D4,-762857928,32636615,-76.48275778,3.44350417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500165,241,A.SANI17,Terminal Andrés Sanín D5,-762857213,32636636,-76.48255917,3.44351,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500166,241,A.SANIN9,Terminal Andrés Sanín A1,-762858077,32638198,-76.48279917,3.44394389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500167,241,A.SANI18,Terminal Andrés Sanín A2,-762858940,32638328,-76.48303889,3.44398,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500168,241,A.SANI19,Terminal Andrés Sanín A3,-762859591,32638403,-76.48321972,3.44400083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500200,241,CHIMI3,Chiminangos A2,-762952482,32854894,-76.49791167,3.481915,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500201,241,CHIMI2,Chiminangos B1,-762953076,32853766,-76.49807667,3.48160167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500202,241,CHIMI1,Chiminangos A1,-762953144,32854431,-76.49809556,3.48178639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500250,241,FLORAI1,Flora Industrial A1,-763008562,32841523,-76.50237833,3.47820083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500251,241,FLORAI2,Flora Industrial B1,-763007542,32842078,-76.502095,3.478355,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500301,241,SALOM2,Salomia B1,-763023598,32825866,-76.506555,3.47385167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500350,241,POPU1,Popular A1,-763039192,32810092,-76.51088667,3.46947,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500353,241,POPU4,Popular B2,-763038034,32810842,-76.510565,3.46967833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500401,241,MZAN2,Manzanares B1,-763047592,32758752,-76.51322,3.46632,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500450,241,FATI1,Fatima A1,-763103072,32746404,-76.51752,3.46289,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500451,241,FATI2,Fatima B1,-763102010,32746716,-76.517225,3.46297667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500600,241,TORRE1,Torre de Cali A1,-763149104,32725122,-76.53030667,3.45697833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500601,241,TORRE2,Torre de Cali B1,-763149110,32724294,-76.53030833,3.45674833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500603,241,TORRE4,Torre de Cali B2,-763148174,32725632,-76.53004833,3.45712,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500650,241,PILOT2,Piloto B1,-763120364,32736510,-76.52232333,3.46014167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500700,241,SANIC2,San Nicolas B1,-763132076,32730936,-76.52557667,3.45859333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500751,241,ERMI3,La Ermita A2,-763153525,32711456,-76.53153472,3.45318222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500800,241,CAYZED1,Plaza de Cayzedo A1,-763152836,32708670,-76.53134333,3.45240833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500851,241,CENTRO3,Centro A2,-763148012,32653208,-76.53000333,3.44811333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500900,241,STROSA1,Santa Rosa A1,-763147130,32650040,-76.52975833,3.44723333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500951,241,FRAY3,Fray Damian A2,-763143817,32636353,-76.52883806,3.44343139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
500952,241,FRAY5,Fray Damian A3,-763143428,32635256,-76.52873,3.44312667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501000,241,SANBO1,San Bosco A1,-763156838,32632424,-76.532455,3.44234,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501002,241,SANBO3,San Bosco A2,-763158296,32631950,-76.53286,3.44220833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501003,241,SANBO4,San Bosco B2,-763155590,32632472,-76.53210833,3.44235333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501050,241,"7AGO1","7 de Agosto A1",-762913440,32643122,-76.48706667,3.44531167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501052,241,"7AGO3","7 de Agosto A2",-762914808,32642822,-76.48744667,3.44522833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501053,241,"7AGO4","7 de Agosto B2",-762912210,32643290,-76.486725,3.44535833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501101,241,TREB2,Trebol B1,-762945090,32636456,-76.49585833,3.44346,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501150,241,VICOL1,Villacolombia A1,-762956280,32638262,-76.49896667,3.44396167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501200,241,CHAPI1,Chapinero A1,-763008352,32639822,-76.50232,3.444395,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501201,241,CHAPI2,Chapinero B1,-763007482,32639258,-76.50207833,3.44423833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501250,241,ATGI1,Atanasio Girardot A1,-763030372,32641658,-76.50843667,3.444905,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501300,241,FLORE1,Floresta A1,-763052956,32643254,-76.51471,3.44534833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501301,241,FLORE2,Floresta B1,-763051996,32642936,-76.51444333,3.44526,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501350,241,BELAL1,Belalcazar A1,-763115024,32639036,-76.52084,3.44417667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501351,241,BELAL2,Belalcazar B1,-763113920,32638904,-76.52053333,3.44414,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501401,241,SANPAS2,San Pascual B1,-763139768,32633480,-76.52771333,3.44263333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501402,241,SANPAS3,San Pascual A2,-763139246,32633792,-76.52756833,3.44272,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501405,241,SANPAS6,San Pascual B3,-763136504,32633342,-76.52680667,3.442595,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501450,241,SUCRE2,Sucre B1,-763134416,32636792,-76.52622667,3.44355333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501451,241,SUCRE4,Sucre B2,-763134901,32638317,-76.52636139,3.44397694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501500,241,PTCUY2,Petecuy B1,-763139960,32655350,-76.52776667,3.44870833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501501,241,PTCUY4,Petecuy B2,-763140553,32657029,-76.52793139,3.44917472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501550,241,SANPED2,San Pedro B1,-763147820,32714760,-76.52995,3.4541,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501551,241,SANPED4,San Pedro B2,-763148348,32716158,-76.53009667,3.45448833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501552,241,SANPED6,San Pedro B3,-763149044,32717688,-76.53029,3.45491333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501601,241,SNTLIB2,Santa Librada B1,-763213830,32622602,-76.537175,3.43961167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501602,241,SNTLIB3,Santa Librada A2,-763214574,32621798,-76.53738167,3.43938833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501603,241,SNTLIB4,Santa Librada B2,-763211934,32624732,-76.53664833,3.44020333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501651,241,MANZA2,Manzana del Saber B1,-763227318,32605220,-76.54092167,3.43478333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501652,241,MANZA3,Manzana del Saber A2,-763228416,32604668,-76.54122667,3.43463,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501653,241,MANZA4,Manzana del Saber B2,-763226538,32606786,-76.540705,3.43521833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501701,241,ESTAD2,Estadio B1,-763235220,32554198,-76.54311667,3.43172167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501702,241,ESTAD3,Estadio A2,-763236342,32553490,-76.54342833,3.431525,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501750,241,TEQUE1,Tequendama A1,-763249308,32524840,-76.54703,3.42356667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501751,241,TEQUE2,Tequendama B1,-763249200,32524348,-76.547,3.42343,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501752,241,TEQUE3,Tequendama A2,-763249938,32523286,-76.547205,3.423135,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501800,241,LIDO1,Lido A1,-763254210,32508082,-76.54839167,3.41891167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501801,241,LIDO2,Lido B1,-763253670,32507386,-76.54824167,3.41871833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501803,241,LIDO4,Lido B2,-763253610,32508928,-76.548225,3.41914667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501850,241,UDP1,Unidad Deportiva A1,-763254246,32454978,-76.54840167,3.41527167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512070,241,C18NA3N,Cl 18N entre Av 3N y 4N,-763146729,32732297,-76.52964694,3.45897139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512072,241,A6NC16,Av 6N entre Cl 16 y 18,-763152976,32737662,-76.53138222,3.46046167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512078,241,C70A2BS,Cl 70 entre Av 2BS y 2N,-763022368,32921456,-76.50621333,3.48929333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512081,241,A3NC52,Av 3N entre Cl 52 y 55,-763047136,32904198,-76.51309333,3.48449944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512085,241,A2CNC60,Av. 2CN entre Cl 60 y 59A,-763025655,32908017,-76.50712639,3.48556028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512086,241,A2DNC57D,Av. 2DN entre Cl 57D y 57A,-763029306,32904872,-76.50814056,3.48468667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512087,241,A2EC55B,Av. 2E netre Cl 55B y 55A,-763032443,32902603,-76.50901194,3.48405639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512089,241,C75A2B,Cl 75 entre Av 2B y 2A,-763007161,32937911,-76.50198917,3.49386417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512090,241,A2NC75AN,Av 2N entre Cl 75A y 75BN,-763002832,32936032,-76.50078667,3.49334222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512091,241,A2NC75C,Av 2N entre Cl 75CN y 75DN,-762959027,32940724,-76.49972972,3.49464556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512092,241,A2NC75IN,Av 2N entre Cl 75IN y 75HN,-762957096,32944088,-76.49919333,3.49558,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512093,241,A2CNC75C,Av 2CN entre Cl 75C y 75,-763010662,32945190,-76.50296167,3.49588611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512100,241,C44A2D,Cl 44 entre Av 2D y 2E,-763056658,32836726,-76.51573833,3.47686833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512101,241,A2NA1,Av 2N entre Av 1 y Cl 4,-763221165,32707083,-76.5392125,3.4519675,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512103,241,A4NC10,Av 4N entre Cl 10 y 12 Los Turcos,-763207305,32718660,-76.5353625,3.45518333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512104,241,A6NC13,Av 6N entre Cl 13 y 15 Sisben,-763200437,32727025,-76.53345472,3.45750694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512105,241,C34A2CN,Cl 34 entre Av 2E y 2BN,-763111434,32812017,-76.51984278,3.47000472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512111,241,C23DA3,Cl 23D entre Av 3Bis y 3AN,-763130183,32757803,-76.52505083,3.46605639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512112,241,A2FC25,Av 2F con Cl 25 Terminal de Transportes,-763125824,32753988,-76.52384,3.46499667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512115,241,C34A2B,Cl 34 entre Av 2B y 2F,-763110898,32812576,-76.51969389,3.47016,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512117,241,A6NC67,Av 6N entre Cl 67 y 49,-763132538,32917113,-76.525705,3.48808694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512120,241,A2CNC74,Av 2CN entre Cl 74 y 75,-763009702,32945426,-76.502695,3.49595167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512121,241,A2BNC75C,Av 2BN entre Cl 75C y 75,-763006936,32942300,-76.50192667,3.49508333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512122,241,C74A2B2,Cl 74 entre Av 2B2 y 2B1,-763013763,32938775,-76.50382306,3.49410417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512123,241,A6NC528,Av 6N entre Cl 52 y 58,-763126437,32924290,-76.52401028,3.49008056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512124,241,C62AA2N,Cl 62A entre Av 2N y 2B,-763019277,32910378,-76.50535472,3.48621611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512130,241,C44A5N,Cl 44 entre Av 5N y 4N,-763125299,32851728,-76.52369417,3.48103556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512132,241,C44A2G,Cl 44 entre Av 2G y 2E,-763057578,32836710,-76.51599389,3.47686389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512133,241,A1NC171,Av 1N entre Cl 17 y 15,-763149737,32728702,-76.5304825,3.45797278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512135,241,C52A2HN,Cl 52 entre Av 2HN y 2GN,-763039757,32856196,-76.51104361,3.48227667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512144,241,C55NA2F,Cl 55N entre Av 2F y 2H,-763037196,32903623,-76.51033222,3.48433972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512147,241,A6ANC223,Av 6AN entre Cl 22 y 23,-763148434,32751056,-76.53012056,3.46418222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512148,241,A6NC26A,Av 6N entre Cl 26A y 27,-763144410,32806443,-76.52900278,3.46845639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512149,241,A6NC28,Av 6N entre Cl 28 y 29A PP1,-763139833,32812674,-76.52773139,3.47018722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512151,241,A6NC44BA,Av 6N entre Cl 44B y 44A,-763132751,32859882,-76.52576417,3.48330056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512152,241,A6ANC21,Av 6AN entre Cl 22 y 21,-763151962,32748754,-76.53110056,3.46354278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512153,241,A2GNC57,Av 2GN entre Cl 57 y 57A,-763034705,32909297,-76.50964028,3.48591583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512154,241,A6NC30-2,Av 6N entre Cl 30 y 34,-763136327,32818364,-76.5267575,3.47176778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512155,241,A9NC56,Av 9N Con Cl 56,-763155416,32920126,-76.53206,3.48892389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512156,241,C53ANA7A,Cl 53AN con Av 7A Bis,-763148708,32915064,-76.53019667,3.48751778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512157,241,A7NC53N,Av 7N con Cl 53N,-763144905,32914154,-76.52914028,3.487265,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512158,241,A8NC50,Av 8N entre Cl 50 y 49N,-763145621,32907602,-76.52933917,3.485445,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512159,241,C47C46N,Cl 47 entre Cl 46N y Av 7N,-763141679,32903331,-76.52824417,3.48425861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512160,241,C47NA6,Cl 47N entre Av 6 y 5CN,-763131127,32903524,-76.52531306,3.48431222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512161,241,C47NA5,Cl 47N entre Av 5 y 4BN,-763121674,32900943,-76.52268722,3.48359528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512162,241,A4NC47,Av 4N entre Cl 47 y 45N,-763117534,32856911,-76.52153722,3.48247528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512163,241,C44NA3G,Cl 44N entre Av 3G y 3EN,-763112677,32846890,-76.52018806,3.47969167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512164,241,C44NA3BN,Cl 44N entre Av 3D y 3B,-763105622,32842765,-76.51822833,3.47854583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512165,241,C38NA3,Cl 38N entre Av 3 y 3CN,-763112422,32828801,-76.52011722,3.47466694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512166,241,C38NA3G,Cl 38N entre Av 3G y 3HN,-763121245,32833534,-76.52256806,3.47598167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512167,241,A4NC40,Av 4N entre Cl 40 y 42N,-763121154,32842947,-76.52254278,3.47859639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512168,241,A4NC45N,Av 4N con Cl 45N,-763117169,32854215,-76.52143583,3.48172639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512169,241,C47NA4,Cl 47N entre Av 4 y 4AN,-763118051,32859760,-76.52168083,3.48326667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512170,241,C47NA5A,Cl 47N entre Av 5A y 5BN,-763127319,32903124,-76.52425528,3.48420111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512171,241,C47NA6AN,Cl 47N entre Av 6 y 6AN,-763135252,32903740,-76.52645889,3.48437222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512172,241,C47NA7N,Cl 47N Con Av 7N,-763141096,32903753,-76.52808222,3.48437583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512173,241,A8NC50N,Av 8N entre Cl 50 y 51N,-763146530,32909906,-76.52959167,3.486085,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512174,241,A7NC53AN,Av 7N con Cl 53AN,-763144681,32914484,-76.52907806,3.48735667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512176,241,A9NC56N,Av 9N Con Cl 56N,-763155684,32920858,-76.53213444,3.48912722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512178,241,C21A5AN,Cl 21 entre Av 5BN y 5AN,-763146054,32744015,-76.52945944,3.46222639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512181,241,A2NC62AN,Av 2N entre Cl 62AN y 62N,-763017282,32906822,-76.50480056,3.48522833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512184,241,A2GNC58,Av 2GN entre Cl 58 y 59 Unid Recreat Rin,-763031783,32911997,-76.50882861,3.48666583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512185,241,C61A2GN,Cl 61 entre Av 2GN y 2BN Unid Resid Sant,-763033526,32914865,-76.50931278,3.4874625,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512186,241,A3NC61A,Av 3N entre Cl 61A y 70,-763037036,32921049,-76.51028778,3.48918028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512194,241,C34AV4,Cl 34 entre Av 4 y 6N,-763129663,32818812,-76.52490639,3.47189222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512195,241,A2BNC28,Av 2BN entre Cl 28 y 26 Panaderia,-763131187,32811134,-76.52532972,3.46975944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512200,241,C70A3BN3,Cl 70 con Av 3CN y 3N,-763049452,32930012,-76.51373667,3.49167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512202,241,AV6N36,Av 6N entre Cl 38 y 36 PP2,-763136567,32835454,-76.52682417,3.476515,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512203,241,AV6N29,Av 6AN entre Cl 35 y 29 PP2,-763140236,32823058,-76.52784333,3.47307167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512204,241,AV6N35,Av 6AN entre Cl 35 y 29 PP2,-763144408,32817139,-76.52900222,3.4714275,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512205,241,AV6N25,Av 6AN entre Cl 25 y 24A PP2,-763151983,32801261,-76.53110639,3.46701694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512207,241,A6NC492,Av 6N con Cl 49 PP2,-763132109,32914111,-76.52558583,3.48725306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512208,241,C44A3A,Cl 44 entre Av 3AN y 3DN,-763103927,32842482,-76.5177575,3.47846722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512209,241,A6NC6522,Av 6N entre Cl 52 Y 67 PP2,-763124423,32933558,-76.52345083,3.492655,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512211,241,A6NC231,Av 6N entre Cl 23 y 24 PP2,-763148513,32756182,-76.5301425,3.46560611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512212,241,A6NC281,Av 6N entre Cl 28 y 29A PP2,-763139474,32813278,-76.52763167,3.470355,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512213,241,A6NC373,Av 6N entre Cl 37A y 37B PP1,-763135179,32831882,-76.52643861,3.47552278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513001,241,K1C62,Kr 1 entre Cl 62 y 62A,-762952308,32853808,-76.49786333,3.48161333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
